epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
242,1176.18,0.26415,0.03693,0.05928,0.26586,0.82836,0.99504,0.99216,0.99495,0.98291,0.99007,0.98721,0.99101,0.98976,0.13361,0.0455,0.02507,0.1291,0.53296,0.0004094,0.0004094,0.0004094
243,1181.02,0.27512,0.04015,0.06791,0.29302,0.84863,0.98524,0.99121,0.9948,0.98612,0.98032,0.98626,0.99343,0.99237,0.13129,0.04703,0.0222,0.13488,0.532,0.0004028,0.0004028,0.0004028
244,1185.94,0.25399,0.10605,0.06833,0.25293,0.83969,0.99004,0.98436,0.9944,0.98515,0.99004,0.98436,0.99359,0.99288,0.12818,0.04673,0.0224,0.13679,0.53084,0.0003962,0.0003962,0.0003962
245,1190.74,0.26539,0.0616,0.07151,0.28504,0.84856,0.99981,0.98515,0.99495,0.98554,0.99479,0.9802,0.99415,0.99355,0.13135,0.04777,0.02046,0.11781,0.53204,0.0003896,0.0003896,0.0003896
246,1195.67,0.24516,0.06788,0.06981,0.25128,0.83143,0.99502,0.98982,0.9949,0.98447,0.99005,0.98487,0.99374,0.99257,0.14148,0.04773,0.02153,0.12626,0.53234,0.000383,0.000383,0.000383
247,1200.49,0.27422,0.05152,0.05447,0.29025,0.8399,0.99502,0.99002,0.99495,0.98509,0.99005,0.98507,0.99375,0.99274,0.14561,0.0463,0.02181,0.1197,0.53143,0.0003764,0.0003764,0.0003764
248,1205.37,0.25594,0.08098,0.07083,0.26068,0.84205,0.99919,0.9901,0.995,0.98568,0.99419,0.98515,0.9936,0.99261,0.13097,0.04693,0.02137,0.11683,0.53112,0.0003698,0.0003698,0.0003698
249,1210.16,0.26891,0.07789,0.06699,0.28722,0.85454,0.98479,0.9901,0.99475,0.98544,0.97987,0.98515,0.99308,0.99209,0.13176,0.04683,0.02446,0.12885,0.53124,0.0003632,0.0003632,0.0003632
250,1214.98,0.27335,0.11938,0.06826,0.27389,0.84652,1,0.99003,0.995,0.98487,0.995,0.98508,0.99375,0.99317,0.12901,0.04432,0.02003,0.11753,0.53028,0.0003566,0.0003566,0.0003566
251,1219.78,0.25207,0.12493,0.06212,0.2441,0.82697,0.9944,0.99505,0.99495,0.9861,0.98946,0.9901,0.9938,0.99334,0.12775,0.04401,0.01762,0.11544,0.53092,0.00035,0.00035,0.00035
252,1224.7,0.28271,0.10862,0.06972,0.24653,0.8485,0.99504,0.9938,0.995,0.98512,0.99009,0.98888,0.9938,0.99319,0.12871,0.04495,0.01864,0.11788,0.53058,0.0003434,0.0003434,0.0003434
253,1229.49,0.24645,0.10398,0.05245,0.24705,0.82935,0.99913,0.9901,0.995,0.98267,0.99413,0.98515,0.99375,0.99311,0.12774,0.04477,0.01883,0.11895,0.53092,0.0003368,0.0003368,0.0003368
254,1234.36,0.25486,0.05096,0.06231,0.24833,0.84662,1,0.99403,0.995,0.98196,0.99502,0.98908,0.99182,0.99042,0.1383,0.04624,0.01592,0.12103,0.5326,0.0003302,0.0003302,0.0003302
255,1239.17,0.25407,0.05613,0.05441,0.27917,0.84086,0.99733,0.9901,0.995,0.9841,0.99234,0.98515,0.9915,0.99054,0.13214,0.04632,0.0147,0.12023,0.53261,0.0003236,0.0003236,0.0003236
256,1243.99,0.26639,0.09247,0.06417,0.26984,0.8579,1,0.98938,0.995,0.98495,0.995,0.98443,0.99125,0.99043,0.13309,0.04666,0.01403,0.11149,0.53154,0.000317,0.000317,0.000317
257,1248.83,0.23596,0.06773,0.05259,0.23573,0.84326,1,0.99412,0.995,0.98603,0.99502,0.98917,0.99291,0.99207,0.1392,0.04523,0.01527,0.11272,0.53144,0.0003104,0.0003104,0.0003104
258,1253.69,0.26286,0.03247,0.05642,0.27096,0.85638,1,0.99468,0.995,0.98539,0.99502,0.98973,0.99351,0.9925,0.13474,0.04507,0.0155,0.1173,0.53093,0.0003038,0.0003038,0.0003038
259,1258.48,0.24863,0.16873,0.06544,0.24471,0.83494,0.9985,0.99505,0.995,0.98496,0.99353,0.9901,0.99246,0.99145,0.14449,0.04443,0.0141,0.12353,0.53375,0.0002972,0.0002972,0.0002972
260,1263.26,0.24304,0.08991,0.0516,0.24643,0.82841,0.99913,0.99505,0.995,0.98569,0.99409,0.9901,0.99167,0.99031,0.13204,0.04643,0.01277,0.11594,0.53215,0.0002906,0.0002906,0.0002906
261,1268.12,0.25855,0.12142,0.06104,0.26507,0.84989,0.99932,0.99505,0.995,0.98551,0.99428,0.9901,0.99182,0.99043,0.1271,0.0463,0.01249,0.11172,0.53092,0.000284,0.000284,0.000284
262,1272.88,0.2369,0.07935,0.05848,0.22801,0.82266,0.99834,0.99505,0.995,0.98586,0.99337,0.9901,0.99201,0.99119,0.1253,0.04566,0.01256,0.11518,0.53045,0.0002774,0.0002774,0.0002774
263,1277.69,0.23761,0.12171,0.05726,0.2421,0.832,0.9937,0.99505,0.995,0.9849,0.98875,0.9901,0.9912,0.99062,0.13142,0.04543,0.01111,0.11504,0.53246,0.0002708,0.0002708,0.0002708
264,1282.54,0.24744,0.04702,0.05145,0.24449,0.84915,0.99823,0.99505,0.995,0.98365,0.99326,0.9901,0.99162,0.99061,0.14048,0.04801,0.01125,0.11768,0.53403,0.0002642,0.0002642,0.0002642
265,1287.35,0.23704,0.06712,0.06551,0.23658,0.83638,0.99938,0.99505,0.995,0.98474,0.99441,0.9901,0.99216,0.99118,0.12858,0.0441,0.01282,0.11447,0.5321,0.0002576,0.0002576,0.0002576
266,1292.16,0.25729,0.02992,0.05894,0.25542,0.85188,0.99966,0.99505,0.995,0.9859,0.99466,0.9901,0.99246,0.9915,0.12667,0.04319,0.01342,0.11295,0.53191,0.000251,0.000251,0.000251
267,1297.04,0.26225,0.08886,0.06229,0.25835,0.85297,1,0.99495,0.995,0.98661,0.99502,0.99,0.99211,0.99133,0.13138,0.0441,0.0129,0.11546,0.53269,0.0002444,0.0002444,0.0002444
268,1301.86,0.2459,0.13458,0.05961,0.2601,0.8344,1,0.99366,0.995,0.98743,0.99502,0.98871,0.99122,0.99024,0.12948,0.04365,0.01253,0.11958,0.5325,0.0002378,0.0002378,0.0002378
269,1306.66,0.24805,0.04965,0.07343,0.25351,0.83847,1,0.99226,0.995,0.98649,0.99501,0.98731,0.99102,0.98953,0.12406,0.04441,0.01307,0.11495,0.53158,0.0002312,0.0002312,0.0002312
270,1311.5,0.26947,0.13122,0.05956,0.27692,0.85409,0.98976,0.99505,0.9948,0.98396,0.98484,0.9901,0.99126,0.98974,0.1294,0.04409,0.0114,0.11748,0.5323,0.0002246,0.0002246,0.0002246
271,1316.33,0.22355,0.06843,0.05107,0.22797,0.83272,1,0.99248,0.995,0.98379,0.99501,0.98752,0.99162,0.99081,0.12585,0.04213,0.01157,0.11453,0.53218,0.000218,0.000218,0.000218
272,1321.15,0.23892,0.08993,0.06317,0.24401,0.84199,1,0.99246,0.995,0.98558,0.99501,0.98751,0.99137,0.99043,0.1304,0.04324,0.01252,0.11558,0.53241,0.0002114,0.0002114,0.0002114
273,1326,0.23791,0.07152,0.05645,0.2433,0.83908,0.99956,0.99505,0.995,0.98695,0.99446,0.9901,0.99147,0.99054,0.13265,0.04413,0.01127,0.11542,0.53294,0.0002048,0.0002048,0.0002048
274,1330.78,0.25727,0.12418,0.06905,0.25289,0.85813,0.99505,0.99432,0.99485,0.98709,0.99009,0.98937,0.99043,0.98989,0.12607,0.04407,0.01136,0.1126,0.53178,0.0001982,0.0001982,0.0001982
275,1335.57,0.21982,0.06655,0.06291,0.23164,0.8393,1,0.9944,0.995,0.98593,0.99502,0.98945,0.99042,0.98944,0.12407,0.04357,0.01184,0.11072,0.5313,0.0001916,0.0001916,0.0001916
276,1340.38,0.22742,0.0314,0.04786,0.24312,0.83683,1,0.99448,0.995,0.98563,0.99502,0.98953,0.99042,0.98941,0.1255,0.04347,0.01248,0.10999,0.53161,0.000185,0.000185,0.000185
277,1345.21,0.23119,0.11552,0.05063,0.23159,0.8321,1,0.9945,0.995,0.98605,0.99502,0.98955,0.99047,0.98947,0.12195,0.04377,0.01206,0.10943,0.53091,0.0001784,0.0001784,0.0001784
278,1350.06,0.23859,0.09909,0.05278,0.24977,0.84816,0.99993,0.99505,0.995,0.98783,0.99495,0.9901,0.99052,0.98995,0.1216,0.04327,0.01096,0.10914,0.53142,0.0001718,0.0001718,0.0001718
279,1354.97,0.2254,0.06581,0.05188,0.24692,0.83336,0.99914,0.99505,0.995,0.98609,0.99417,0.9901,0.99157,0.99099,0.11907,0.04222,0.01051,0.11287,0.53116,0.0001652,0.0001652,0.0001652
280,1359.76,0.21914,0.04304,0.05767,0.21526,0.82873,0.99906,0.99505,0.995,0.98704,0.99409,0.9901,0.99266,0.99209,0.11637,0.04234,0.01018,0.1067,0.53103,0.0001586,0.0001586,0.0001586
281,1364.58,0.21162,0.04685,0.06411,0.21487,0.8155,0.99965,0.99505,0.995,0.98615,0.99468,0.9901,0.99341,0.99284,0.11813,0.04249,0.00989,0.1064,0.53124,0.000152,0.000152,0.000152
282,1369.4,0.21807,0.03612,0.06432,0.22971,0.81895,0.99916,0.99505,0.995,0.98659,0.99419,0.9901,0.99356,0.993,0.11896,0.04308,0.01004,0.10562,0.53136,0.0001454,0.0001454,0.0001454
283,1374.32,0.22107,0.03485,0.04891,0.21701,0.83914,0.99879,0.99505,0.995,0.98608,0.99382,0.9901,0.99356,0.99317,0.11621,0.04214,0.01091,0.10894,0.53122,0.0001388,0.0001388,0.0001388
284,1379.12,0.23713,0.03455,0.04514,0.23912,0.83849,0.99852,0.99505,0.995,0.98712,0.99355,0.9901,0.99306,0.99269,0.11778,0.04236,0.01016,0.10877,0.53106,0.0001322,0.0001322,0.0001322
285,1384.09,0.22267,0.08195,0.06001,0.23776,0.83071,0.99879,0.99505,0.995,0.98638,0.99382,0.9901,0.99112,0.99075,0.12209,0.04173,0.01039,0.1093,0.53142,0.0001256,0.0001256,0.0001256
286,1388.91,0.21643,0.09116,0.04625,0.22281,0.83511,0.99886,0.99505,0.995,0.98682,0.99389,0.9901,0.99062,0.99025,0.11668,0.04147,0.01023,0.10786,0.53113,0.000119,0.000119,0.000119
287,1393.76,0.23056,0.03432,0.05207,0.23044,0.84138,0.99864,0.99505,0.995,0.98665,0.99367,0.9901,0.99057,0.9902,0.1178,0.04262,0.00888,0.10708,0.5311,0.0001124,0.0001124,0.0001124
288,1398.46,0.22227,0.09752,0.05464,0.22676,0.83201,0.99895,0.99505,0.995,0.98574,0.99392,0.9901,0.99052,0.99014,0.12025,0.0442,0.00892,0.10784,0.53107,0.0001058,0.0001058,0.0001058
289,1403.03,0.22766,0.0632,0.04658,0.23646,0.83875,0.99987,0.99505,0.995,0.98737,0.9949,0.9901,0.99102,0.99065,0.11677,0.0437,0.00899,0.1054,0.53037,9.92e-05,9.92e-05,9.92e-05
290,1407.66,0.22672,0.08793,0.04108,0.22679,0.84239,1,0.99221,0.995,0.98756,0.99501,0.98725,0.99147,0.99109,0.1159,0.04237,0.00895,0.10535,0.53059,9.26e-05,9.26e-05,9.26e-05
291,1412.88,0.18006,0.06046,0.04305,0.17282,0.81988,0.99833,0.99505,0.995,0.98652,0.99337,0.9901,0.99057,0.98981,0.1199,0.04244,0.01029,0.10935,0.53109,8.6e-05,8.6e-05,8.6e-05
292,1417.49,0.17351,0.06695,0.03977,0.15945,0.79274,0.99974,0.99505,0.995,0.98593,0.99476,0.9901,0.99037,0.98943,0.12605,0.04359,0.01093,0.11134,0.53201,7.94e-05,7.94e-05,7.94e-05
293,1422.02,0.17245,0.12504,0.0452,0.17379,0.79847,1,0.99385,0.995,0.98656,0.99502,0.9889,0.99032,0.98937,0.12408,0.04292,0.01092,0.11107,0.53196,7.28e-05,7.28e-05,7.28e-05
294,1426.58,0.16805,0.07415,0.04718,0.1589,0.77665,0.99866,0.99505,0.995,0.98568,0.99369,0.9901,0.99077,0.98943,0.12472,0.04312,0.01041,0.10881,0.53168,6.62e-05,6.62e-05,6.62e-05
295,1431.13,0.16669,0.06234,0.02514,0.15721,0.79614,0.99901,0.99505,0.995,0.98677,0.99404,0.9901,0.99107,0.98975,0.12565,0.04342,0.01006,0.1101,0.53176,5.96e-05,5.96e-05,5.96e-05
296,1435.68,0.16665,0.06504,0.02907,0.15349,0.79225,1,0.99276,0.995,0.98744,0.99501,0.98788,0.99157,0.99028,0.12192,0.04308,0.00962,0.10957,0.53095,5.3e-05,5.3e-05,5.3e-05
297,1440.24,0.16901,0.05733,0.03898,0.15608,0.78944,1,0.98933,0.995,0.98761,0.995,0.98438,0.99155,0.99066,0.11875,0.04254,0.00943,0.10825,0.53037,4.64e-05,4.64e-05,4.64e-05
298,1444.89,0.15326,0.05371,0.02789,0.15451,0.7992,1,0.98915,0.995,0.98822,0.995,0.9842,0.99195,0.99104,0.11848,0.0422,0.00927,0.10527,0.53026,3.98e-05,3.98e-05,3.98e-05
299,1449.46,0.16223,0.07135,0.03392,0.15257,0.80557,1,0.9893,0.995,0.98778,0.995,0.98435,0.99195,0.99105,0.11873,0.04263,0.00895,0.10519,0.53026,3.32e-05,3.32e-05,3.32e-05
300,1454.05,0.17387,0.06272,0.02815,0.16122,0.80017,1,0.99243,0.995,0.98695,0.99501,0.98774,0.99216,0.99069,0.11981,0.04328,0.00872,0.10709,0.53036,2.66e-05,2.66e-05,2.66e-05
